KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
17711	K19354	ID17676	no_pathway		waaH; heptose III glucuronosyltransferase [EC:2.4.1.-]																																															
17712	K22144	ID16948	no_pathway		TEME2; cell surface hyaluronidase [EC:3.2.1.35]																																															
17713	K12021	ID17314	no_pathway		TRIM45; tripartite motif-containing protein 45																																															
17714	K18545	ID16586	no_pathway		sprB; streptogrisin B [EC:3.4.21.81]																																															
17715	K21446	ID16951	no_pathway		TENA; tenellin biosynthesis cytochrome P450 monooxygenase																																															
17716	K10492	ID18045	no_pathway		ZBTB5; zinc finger and BTB domain-containing protein 5																																															
17717	K01671	ID17923	no_pathway		yihT; sulfofructosephosphate aldolase [EC:4.1.2.57]																																															
17718	K15280	ID16226	no_pathway		"SLC35C2; solute carrier family 35, member C2"																																															
17719	K10748	ID17441	no_pathway		"tus, tau; DNA replication terminus site-binding protein"																																															
17720	K09198	ID16470	no_pathway		SP8; transcription factor Sp8																																															
17721	K22942	ID17927	no_pathway		YIPF4; protein YIPF4																																															
17722	K12028	ID17323	no_pathway		TRIM59; tripartite motif-containing protein 59																																															
17723	K05041	ID16271	no_pathway		"SLC6A8, CT1; solute carrier family 6 (neurotransmitter transporter, creatine) member 8"																																															
17724	K08130	ID17365	no_pathway		"TSK, LRRC54; tsukushi (leucine-rich repeat-containing protein 54)"																																															
17725	K12030	ID17326	no_pathway		TRIM62; tripartite motif-containing protein 62 [EC:2.3.2.27]																																															
17726	K10344	ID16598	no_pathway		"SPSB2, SSB2; SPRY domain-containing SOCS box protein 2"																																															
17727	K20883	ID17691	no_pathway		"wbgN; alpha-1,2-colitosyltransferase [EC:2.4.1.341]"																																															
17728	K12032	ID17329	no_pathway		TRIM66; tripartite motif-containing protein 66																																															
17729	K14997	ID16237	no_pathway		"SLC38A11; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11"																																															
17730	K18932	ID18059	no_pathway		ZDHHC; palmitoyltransferase [EC:2.3.1.225]																																															
17731	K14993	ID16239	no_pathway		"SLC38A6, SNAT6; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 6"																																															
17732	K06115	ID16604	no_pathway		SPTB; spectrin beta																																															
17733	K19157	ID17819	no_pathway		yafQ; mRNA interferase YafQ [EC:3.1.-.-]																																															
17734	K09809	ID16847	no_pathway		tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]																																															
17735	K20526	ID16848	no_pathway		TAGLN; transgelin																																															
17736	K20030	ID18065	no_pathway		ZDHHC5_8; palmitoyltransferase ZDHHC5/8 [EC:2.3.1.225]																																															
17737	K12038	ID17337	no_pathway		TRIML1; tripartite motif family-like protein 1																																															
17738	K14711	ID16246	no_pathway		"SLC39A5, ZIP5; solute carrier family 39 (zinc transporter), member 5"																																															
17739	K14870	ID16368	no_pathway		snR39; small nucleolar RNA snR39																																															
17740	K06963	ID16854	no_pathway		"TAN1, THUMPD1; tRNA acetyltransferase TAN1"																																															
17741	K06310	ID17946	no_pathway		yndD; spore germination protein																																															
17742	K13012	ID17704	no_pathway		wbqP; O-antigen biosynthesis protein WbqP																																															
17743	K01149	ID17344	no_pathway		TRIR; telomerase RNA component interacting RNase [EC:3.1.13.-]																																															
17744	K11557	ID16494	no_pathway		"SPC24; kinetochore protein Spc24, fungi type"																																															
17745	K14679	ID17346	no_pathway		TRL1; tRNA ligase [EC:6.5.1.3]																																															
17746	K08258	ID16657	no_pathway		"sspB2, sspP, scpA; staphopain A [EC:3.4.22.48]"																																															
17747	K21591	ID16861	no_pathway		tarF; teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]																																															
17748	K09176	ID16983	no_pathway		TFAP2A_B; transcription factor AP-2 alpha/beta																																															
17749	K13861	ID16257	no_pathway		"SLC4A10, NCBE; solute carrier family 4 (sodium bicarbonate transporter), member 10"																																															
17750	K07802	ID17351	no_pathway		trpL; trp operon leader peptide																																															
17751	K04301	ID16622	no_pathway		"SREB1, GPR27; super conserved receptor expressed in brain 1"																																															
17752	K13858	ID16260	no_pathway		"SLC4A7, NBC3; solute carrier family 4 (sodium bicarbonate cotransporter), member 7"																																															
17753	K13859	ID16261	no_pathway		"SLC4A8; solute carrier family 4 (sodium bicarbonate cotransporter), member 8"																																															
17754	K13860	ID16262	no_pathway		"SLC4A9, AE4; solute carrier family 4 (sodium bicarbonate cotransporter), member 9"																																															
17755	K11870	ID17476	no_pathway		UBP1; ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12]																																															
17756	K22117	ID16264	no_pathway		"SLC52A1_2, RFT1_3; riboflavin transporter 1/3"																																															
17757	K14384	ID16265	no_pathway		"SLC5A4, SGLT3; solute carrier family 5 (low affinity sodium-glucose cotransporter), member 4"																																															
17758	K23497	ID17359	no_pathway		TRUB2; mitochondrial mRNA pseudouridine synthase TRUB2 [EC:5.4.99.-]																																															
17759	K22254	ID17481	no_pathway		UBQLNL; ubiquilin-like protein																																															
17760	K15322	ID17361	no_pathway		TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]																																															
17761	K13172	ID16633	no_pathway		"SRRM2, SRM300; serine/arginine repetitive matrix protein 2"																																															
17762	K05039	ID16270	no_pathway		"SLC6A6, TAUT; solute carrier family 6 (neurotransmitter transporter, taurine) member 6"																																															
17763	K16789	ID17038	no_pathway		thiT; thiamine transporter																																															
17764	K11979	ID17485	no_pathway		UBR7; E3 ubiquitin-protein ligase UBR7 [EC:2.3.2.27]																																															
17765	K03450	ID16273	no_pathway		"SLC7A; solute carrier family 7 (L-type amino acid transporter), other"																																															
17766	K13782	ID16274	no_pathway		"SLC7A10, ASC1; solute carrier family 7 (L-type amino acid transporter), member 10"																																															
17767	K13870	ID16275	no_pathway		"SLC7A13, AGT1; solute carrier family 7 (L-type amino acid transporter), member 13"																																															
17768	K13871	ID16276	no_pathway		"SLC7A14; solute carrier family 7 (cationic amino acid transporter), member 14"																																															
17769	K13864	ID16277	no_pathway		"SLC7A2, ATRC2; solute carrier family 7 (cationic amino acid transporter), member 2"																																															
17770	K15344	ID16642	no_pathway		sseB; secreted effector protein SseB																																															
17771	K13866	ID16279	no_pathway		"SLC7A4; solute carrier family 7 (cationic amino acid transporter), member 4"																																															
17772	K13104	ID18100	no_pathway		"ZNF830, CCDC16; zinc finger protein 830"																																															
17773	K22765	ID17130	no_pathway		TMEM237; transmembrane protein 237																																															
17774	K04051	ID17981	no_pathway		"yscG, sctG; type III secretion protein G"																																															
17775	K21151	ID16647	no_pathway		SSL-1; presqualene diphosphate synthase [EC:2.5.1.103]																																															
17776	K14724	ID16284	no_pathway		"SLC9A8, NHE8; solute carrier family 9 (sodium/hydrogen exchanger), member 8"																																															
17777	K11682	ID16770	no_pathway		SWC3; SWR1-complex protein 3																																															
17778	K14345	ID16286	no_pathway		"SLCO2A; solute carrier organic anion transporter family, member 2A"																																															
17779	K14352	ID16287	no_pathway		"SLCO2B; solute carrier organic anion transporter family, member 2B"																																															
17780	K14353	ID16288	no_pathway		"SLCO3A; solute carrier organic anion transporter family, member 3A"																																															
17781	K00843	ID16774	no_pathway		SWNA; swainsonine biosynthesis aminotransferase SwnA [EC:2.6.1.-]																																															
17782	K06377	ID16532	no_pathway		spo0M; sporulation-control protein																																															
17783	K17346	ID17382	no_pathway		TSPAN33; tetraspanin-33																																															
17784	K10184	ID16897	no_pathway		TBX19; T-box protein 19																																															
17785	K20303	ID17263	no_pathway		"TRAPPC4, TRS23; trafficking protein particle complex subunit 4"																																															
17786	K08993	ID17912	no_pathway		yhhL; putative membrane protein																																															
17787	K21734	ID16295	no_pathway		SLD; sphingolipid 8-(E/Z)-desaturase [EC:1.14.19.29]																																															
17788	K06421	ID16660	no_pathway		sspD; small acid-soluble spore protein D (minor alpha/beta-type SASP)																																															
17789	K10731	ID16297	no_pathway		SLD3; DNA replication regulator SLD3																																															
17790	K16188	ID17997	no_pathway		ytpB; tetraprenyl-beta-curcumene synthase [EC:4.2.3.130]																																															
17791	K08877	ID17513	no_pathway		"UHMK1, KIS; serine/threonine-protein kinase Kist [EC:2.7.11.1]"																																															
17792	K09752	ID17149	no_pathway		TMPRSS11F; transmembrane protease serine 11F [EC:3.4.21.-]																																															
17793	K19943	ID18119	no_pathway		ZWINT; ZW10 interactor																																															
17794	K13156	ID16423	no_pathway		SNRNP48; U11/U12 small nuclear ribonucleoprotein 48 kDa protein																																															
17795	K21990	ID17880	no_pathway		yfdC; formate-nitrite transporter family protein																																															
17796	K06429	ID16668	no_pathway		sspL; small acid-soluble spore protein L (minor)																																															
17797	K06430	ID16669	no_pathway		sspM; small acid-soluble spore protein M (minor)																																															
17798	K08811	ID17398	no_pathway		"TSSK, STK22; testis-specific serine kinase [EC:2.7.11.1]"																																															
17799	K19941	ID16792	no_pathway		SYN; synapsin																																															
17800	K10377	ID16793	no_pathway		SYNC1; syncoilin 1																																															
17801	K05811	ID17886	no_pathway		yfiM; putative lipoprotein																																															
17802	K10653	ID17319	no_pathway		"TRIM54, MURF3; tripartite motif-containing protein 54"																																															
17803	K11978	ID17484	no_pathway		UBR3; E3 ubiquitin-protein ligase UBR3 [EC:2.3.2.27]																																															
17804	K01308	ID17969	no_pathway		yqgT; g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]																																															
17805	K12515	ID16838	no_pathway		tadG; tight adherence protein G																																															
17806	K18538	ID17042	no_pathway		thnN; thienamycin biosynthesis protein ThnN																																															
17807	K21632	ID17771	no_pathway		WOR2; white-opaque regulator 2																																															
17808	K20057	ID16801	no_pathway		"SYNJ2BP, OMP25; synaptojanin-2-binding protein"																																															
17809	K22384	ID17773	no_pathway		"WRB, GET1; tail-anchored protein insertion receptor"																																															
17810	K02173	ID17896	no_pathway		yggC; putative kinase																																															
17811	K06047	ID17411	no_pathway		TTL; tubulin---tyrosine ligase [EC:6.3.2.25]																																															
17812	K16491	ID16684	no_pathway		STARD9; StAR-related lipid transfer protein 9																																															
17813	K10342	ID17777	no_pathway		WSB2; WD repeat and SOCS box-containing protein 2																																															
17814	K23973	ID16443	no_pathway		sodC; pre-sodorifen synthase [EC:2.1.1.363]																																															
17815	K12346	ID16323	no_pathway		SMF; metal iron transporter																																															
17816	K22495	ID16445	no_pathway		SOHLH1; spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1																																															
17817	K10799	ID17173	no_pathway		TNKS; tankyrase [EC:2.4.2.30]																																															
17818	K08157	ID17215	no_pathway		"TPO1; MFS transporter, DHA1 family, multidrug resistance protein"																																															
17819	K03699	ID17095	no_pathway		tlyC; putative hemolysin																																															
17820	K19905	ID16813	no_pathway		SYT5; synaptotagmin-5																																															
17821	K19906	ID16814	no_pathway		SYT6; synaptotagmin-6																																															
17822	K23718	ID16451	no_pathway		SON; protein SON																																															
17823	K03623	ID17908	no_pathway		yhcO; ribonuclease inhibitor																																															
17824	K18752	ID17180	no_pathway		"TNPO1, IPO2, KPNB2; transportin-1"																																															
17825	K23165	ID17544	no_pathway		UQCC3; ubiquinol-cytochrome-c reductase complex assembly factor 3																																															
17826	K11558	ID16495	no_pathway		"SPC25; kinetochore protein Spc25, fungi type"																																															
17827	K13001	ID17710	no_pathway		wbyK; mannosyltransferase [EC:2.4.1.-]																																															
17828	K06435	ID17549	no_pathway		usd; required for translation of spoIIID																																															
17829	K11916	ID16701	no_pathway		stk1; serine/threonine-protein kinase Stk1 [EC:2.7.11.-]																																															
17830	K14281	ID16822	no_pathway		TACC1; transforming acidic coiled-coil-containing protein 1																																															
17831	K22612	ID17673	no_pathway		vVEGFA; Poxvirus vascular endothelial growth factor A homolog																																															
17832	K19522	ID17797	no_pathway		XK; membrane transport protein XK																																															
17833	K09200	ID16462	no_pathway		"SP-N; transcription factor Sp, invertebrate"																																															
17834	K15210	ID16342	no_pathway		SNAPC3; snRNA-activating protein complex subunit 3																																															
17835	K16571	ID17436	no_pathway		"TUBGCP4, GCP4; gamma-tubulin complex component 4"																																															
17836	K03155	ID17072	no_pathway		TIMELESS; timeless																																															
17837	K11317	ID16830	no_pathway		"TADA1, STAF42; transcriptional adapter 1"																																															
17838	K23197	ID17680	no_pathway		wbbA; N-acetylviosaminyltransferase WbbA																																															
17839	K15922	ID17921	no_pathway		yihQ; sulfoquinovosidase [EC:3.2.1.199]																																															
17840	K04703	ID16590	no_pathway		"SPRED; sprouty-related, EVH1 domain-containing protein"																																															
17841	K23035	ID16955	no_pathway		"TENT5D, FAM46D; terminal nucleotidyltransferase 5D [EC:2.7.7.19]"																																															
17842	K20360	ID16875	no_pathway		"TBC1D22, GYP1; TBC1 domain family member 2"																																															
17843	K22262	ID17725	no_pathway		"WDFY3, ALFY; WD repeat and FYVE domain-containing protein 3"																																															
17844	K08643	ID18088	no_pathway		zmpB; zinc metalloprotease ZmpB [EC:3.4.24.-]																																															
17845	K23799	ID17971	no_pathway		YRA2; RNA annealing protein YRA2																																															
17846	K06436	ID17811	no_pathway		yabG; spore coat assemly protein																																															
17847	K11986	ID17568	no_pathway		USP3; ubiquitin carboxyl-terminal hydrolase 3 [EC:3.4.19.12]																																															
17848	K14935	ID16356	no_pathway		snR189; small nucleolar RNA snR189																																															
17849	K14907	ID16357	no_pathway		snR190; small nucleolar RNA snR190																																															
17850	K18219	ID17451	no_pathway		"txr; sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator"																																															
17851	K20845	ID17452	no_pathway		"txyA; endo-1,3-beta-xylanase [EC:3.2.1.32]"																																															
17852	K22507	ID16481	no_pathway		spaP; type III secretion system export apparatus protein																																															
17853	K14916	ID16361	no_pathway		snR32; small nucleolar RNA snR32																																															
17854	K22509	ID16483	no_pathway		spaR; type III secretion system export apparatus protein																																															
17855	K12000	ID17332	no_pathway		TRIM7; tripartite motif-containing protein 7																																															
17856	K11856	ID17575	no_pathway		USP43; ubiquitin carboxyl-terminal hydrolase 43 [EC:3.4.19.12]																																															
17857	K22257	ID16486	no_pathway		SPATA18; mitochondria-eating protein																																															
17858	K12582	ID17741	no_pathway		"wecF, rffT; dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]"																																															
17859	K11683	ID16771	no_pathway		SWC7; SWR1-complex protein 7																																															
17860	K22988	ID17217	no_pathway		"TPRA1, GPR175; transmembrane protein adipocyte-associated 1"																																															
17861	K18115	ID16611	no_pathway		sqhC; sporulenol synthase [EC:4.2.1.137]																																															
17862	K18220	ID16975	no_pathway		"tetM, tetO; ribosomal protection tetracycline resistance protein"																																															
17863	K17086	ID17097	no_pathway		TM9SF2_4; transmembrane 9 superfamily member 2/4																																															
17864	K11572	ID16493	no_pathway		SPC19; DASH complex subunit SPC19																																															
17865	K23404	ID16857	no_pathway		TAPT1; transmembrane anterior posterior transformation protein 1																																															
17866	K03600	ID16656	no_pathway		sspB; stringent starvation protein B																																															
17867	K07322	ID17991	no_pathway		"ytfE, scdA; regulator of cell morphogenesis and NO signaling"																																															
17868	K14767	ID17588	no_pathway		"UTP3, SAS10; U3 small nucleolar RNA-associated protein 3"																																															
17869	K21488	ID17952	no_pathway		yobK; antitoxin YobK																																															
17870	K23028	ID16499	no_pathway		SPECC1; cytospin																																															
17871	K14911	ID16379	no_pathway		snR5; small nucleolar RNA snR5																																															
17872	K11796	ID17349	no_pathway		TRPC4AP; Trpc4-associated protein																																															
17873	K09226	ID18079	no_pathway		ZIC5; zinc finger protein ZIC 5																																															
17874	K14607	ID16746	no_pathway		SULF; extracellular sulfatase Sulf [EC:3.1.6.-]																																															
17875	K14879	ID16383	no_pathway		snR53; small nucleolar RNA snR53																																															
17876	K06336	ID16869	no_pathway		"tasA, cotN; spore coat-associated protein N"																																															
17877	K17977	ID17963	no_pathway		YPT11; GTP-binding protein YPT11																																															
17878	K07107	ID17842	no_pathway		ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]																																															
17879	K22044	ID17844	no_pathway		ybiO; moderate conductance mechanosensitive channel																																															
17880	K08831	ID16630	no_pathway		SRPK2; serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]																																															
17881	K23532	ID17724	no_pathway		WDFY2; WD repeat and FYVE domain-containing protein 2																																															
17882	K06432	ID16672	no_pathway		"sspO, cotK; small acid-soluble spore protein O (minor)"																																															
17883	K05810	ID17885	no_pathway		yfiH; polyphenol oxidase [EC:1.10.3.-]																																															
17884	K16323	ID18006	no_pathway		"yxjA, nupG; purine nucleoside transport protein"																																															
17885	K15323	ID17362	no_pathway		TSEN34; tRNA-splicing endonuclease subunit Sen34 [EC:4.6.1.16]																																															
17886	K05609	ID17487	no_pathway		"UCHL3, YUH1; ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]"																																															
17887	K05610	ID17488	no_pathway		"UCHL5, UCH37; ubiquitin carboxyl-terminal hydrolase L5 [EC:3.4.19.12]"																																															
17888	K22195	ID17124	no_pathway		TMEM196; transmembrane protein 196																																															
17889	K23542	ID17125	no_pathway		TMEM199; TMEM199 family protein																																															
17890	K04477	ID17854	no_pathway		ycdX; putative hydrolase																																															
17891	K10861	ID17491	no_pathway		"UDG2, CCNO; uracil-DNA glycosylase 2 [EC:3.2.2.-]"																																															
17892	K22755	ID17493	no_pathway		UFL1; E3 UFM1-protein ligase 1 [EC:2.3.2.-]																																															
17893	K17587	ID17128	no_pathway		TMEM225; transmembrane protein 225																																															
17894	K20241	ID17733	no_pathway		"WDR44, RAB11BP; WD repeat-containing protein 44"																																															
17895	K12005	ID17292	no_pathway		TRIM15; tripartite motif-containing protein 15																																															
17896	K16640	ID16646	no_pathway		ssh7; DNA-binding protein 7 [EC:3.1.27.-]																																															
17897	K20831	ID17498	no_pathway		ugl; gellan tetrasaccharide unsaturated glucuronyl hydrolase [EC:3.2.1.179]																																															
17898	K19728	ID17536	no_pathway		"UNC13D, MUNC13; protein unc-13 D"																																															
17899	K09068	ID16850	no_pathway		TAL; T-cell acute lymphocytic leukemia protein																																															
17900	K24103	ID17501	no_pathway		UGT3A; UDP-glycosyltransferase [EC:2.4.1.-]																																															
17901	K14905	ID16409	no_pathway		snR79; small nucleolar RNA snR79																																															
17902	K16780	ID16652	no_pathway		SSNA1; sjoegren syndrome nuclear autoantigen 1																																															
17903	K11862	ID18110	no_pathway		"ZRANB1, TRABID; ubiquitin thioesterase ZRANB1 [EC:3.4.19.12]"																																															
17904	K10183	ID16896	no_pathway		TBX18; T-box protein 18																																															
17905	K23635	ID17745	no_pathway		WFDC1; WAP four-disulfide core domain protein 1																																															
17906	K23107	ID17825	no_pathway		yajO; 1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]																																															
17907	K13000	ID17709	no_pathway		wbyJ; mannosyltransferase [EC:2.4.1.-]																																															
17908	K06379	ID16537	no_pathway		spoIIAB; stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]																																															
17909	K24134	ID18115	no_pathway		"ZUP1, ZUFSP; zinc finger-containing ubiquitin peptidase 1 [EC:3.4.19.12]"																																															
17910	K19534	ID16782	no_pathway		SYCE1; synaptonemal complex central element protein 1																																															
17911	K22589	ID17025	no_pathway		thadh; threo-3-hydroxy-L-aspartate ammonia-lyase [EC:4.3.1.16]																																															
17912	K23203	ID17026	no_pathway		THAP1_3; THAP domain-containing protein 1/3																																															
17913	K23210	ID17027	no_pathway		THAP10; THAP domain-containing protein 10																																															
17914	K18632	ID16947	no_pathway		TEKT5; tektin-5																																															
17915	K15441	ID16827	no_pathway		"TAD2, ADAT2; tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]"																																															
17916	K19529	ID16787	no_pathway		SYCP2; synaptonemal complex protein 2																																															
17917	K16138	ID17518	no_pathway		"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"																																															
17918	K20201	ID18004	no_pathway		ywlE; protein arginine phosphatase [EC:3.9.1.2]																																															
17919	K21493	ID18005	no_pathway		yxiD; toxin YxiD [EC:3.1.-.-]																																															
17920	K03485	ID17277	no_pathway		"treR; LacI family transcriptional regulator, trehalose operon repressor"																																															
17921	K20507	ID16914	no_pathway		TCEB; tuliposide B-converting enzyme [EC:4.2.99.23]																																															
17922	K17546	ID16712	no_pathway		STKLD1; serine/threonine kinase-like domain-containing protein STKLD1																																															
17923	K09275	ID16994	no_pathway		TFCP2; transcription factor CP2 and related proteins																																															
17924	K18923	ID16687	no_pathway		stbD; antitoxin StbD																																															
17925	K21586	ID17722	no_pathway		"wclR; UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase [EC:2.4.1.343]"																																															
17926	K05793	ID16959	no_pathway		terB; tellurite resistance protein TerB																																															
17927	K21122	ID17567	no_pathway		USP28; ubiquitin carboxyl-terminal hydrolase 28 [EC:3.4.19.12]																																															
17928	K17936	ID16436	no_pathway		SNX27; sorting nexin-27																																															
17929	K14647	ID17651	no_pathway		vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]																																															
17930	K19989	ID17165	no_pathway		"TNFAIP2, EXOC3L3; tumor necrosis factor alpha-induced protein 2"																																															
17931	K12943	ID17894	no_pathway		ygeR; lipoprotein YgeR																																															
17932	K19911	ID16804	no_pathway		SYT11; synaptotagmin-11																																															
17933	K19912	ID16805	no_pathway		SYT12; synaptotagmin-12																																															
17934	K16627	ID16442	no_pathway		"SOD3; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"																																															
17935	K20032	ID18061	no_pathway		"ZDHHC13_17, HIP14; palmitoyltransferase ZDHHC13/17 [EC:2.3.1.225]"																																															
17936	K09328	ID17537	no_pathway		UNC4; homeobox protein Unc-4																																															
17937	K09269	ID16458	no_pathway		SOX5_6_13; transcription factor SOX5/6/13 (SOX group D)																																															
17938	K01005	ID16849	no_pathway		tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]																																															
17939	K20072	ID16769	no_pathway		SWAP70; switch-associated protein 70																																															
17940	K11208	ID17945	no_pathway		yncG; GST-like protein																																															
17941	K12008	ID17298	no_pathway		TRIM26; tripartite motif-containing protein 26																																															
17942	K18042	ID16732	no_pathway		STYX; serine/threonine/tyrosine-interacting protein																																															
17943	K06412	ID16572	no_pathway		spoVG; stage V sporulation protein G																																															
17944	K18408	ID16936	no_pathway		TDRD9; ATP-dependent RNA helicase TDRD9 [EC:3.6.4.13]																																															
17945	K17347	ID17543	no_pathway		UPK1; uroplakin-1																																															
17946	K22950	ID17502	no_pathway		UGT71K3; acylphloroglucinol glucosyltransferase [EC:2.4.1.358]																																															
17947	K20301	ID17261	no_pathway		"TRAPPC2, TRS20; trafficking protein particle complex subunit 2"																																															
17948	K22209	ID16859	no_pathway		tarD; D(-)-tartrate dehydratase [EC:4.2.1.81]																																															
17949	K23093	ID17548	no_pathway		USB1; U6 snRNA phosphodiesterase [EC:3.1.4.-]																																															
17950	K11209	ID17899	no_pathway		"yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]"																																															
17951	K00680	ID17996	no_pathway		ytmI; uncharacterized N-acetyltransferase [EC:2.3.1.-]																																															
17952	K21602	ID17916	no_pathway		"yiaJ; IclR family transcriptional regulator, carbohydrate utilization repressor"																																															
17953	K13631	ID16461	no_pathway		"soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator"																																															
17954	K03690	ID17472	no_pathway		ubiJ; ubiquinone biosynthesis protein UbiJ																																															
17955	K15266	ID16988	no_pathway		"TFB1M; dimethyladenosine transferase 1, mitochondrial [EC:2.1.1.-]"																																															
17956	K09193	ID16464	no_pathway		SP3; transcription factor Sp3																																															
17957	K09194	ID16465	no_pathway		SP4; transcription factor Sp4																																															
17958	K06220	ID17679	no_pathway		WASF; WAS protein family																																															
17959	K11843	ID17558	no_pathway		"USP14, UBP6; ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]"																																															
17960	K12271	ID16629	no_pathway		"SRP43, CAO; signal recognition particle 43 kDa protein"																																															
17961	K18165	ID17115	no_pathway		TMEM126B; complex I assembly factor TMEM126B																																															
17962	K07757	ID17845	no_pathway		ybiV; sugar-phosphatase [EC:3.1.3.23]																																															
17963	K19537	ID16981	no_pathway		TEX12; testis-expressed sequence 12 protein																																															
17964	K17990	ID17616	no_pathway		VCPO; vanadium chloroperoxidase [EC:1.11.1.10]																																															
17965	K20311	ID17358	no_pathway		TRS65; trafficking protein particle complex II-specific subunit 65																																															
17966	K14863	ID17728	no_pathway		"WDR12, YTM1; ribosome biogenesis protein"																																															
17967	K20134	ID16879	no_pathway		TBC1D3; TBC1 domain family member 3																																															
17968	K10343	ID16597	no_pathway		"SPSB1_4, SSB1, SSB4; SPRY domain-containing SOCS box protein 1/4"																																															
17969	K22512	ID16477	no_pathway		"spaK, invB; type III secretion system chaperone"																																															
17970	K15214	ID16842	no_pathway		TAF1C; TATA box-binding protein-associated factor RNA polymerase I subunit C																																															
17971	K22513	ID16479	no_pathway		"spaM, invI; type III secretion system protein"																																															
17972	K22514	ID16480	no_pathway		"spaN, invJ; type III secretion system protein"																																															
17973	K12033	ID17330	no_pathway		TRIM68; tripartite motif-containing protein 68 [EC:2.3.2.27]																																															
17974	K00712	ID16846	no_pathway		tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]																																															
17975	K11360	ID16603	no_pathway		SPT8; transcriptional activator SPT8																																															
17976	K10669	ID17357	no_pathway		"TRPT1, TPT1; 2'-phosphotransferase [EC:2.7.1.160]"																																															
17977	K13203	ID18073	no_pathway		ZFR; zinc finger RNA-binding protein																																															
17978	K11807	ID17739	no_pathway		"WDTC1, DCAF9; WD and tetratricopeptide repeats protein 1"																																															
17979	K11834	ID17576	no_pathway		USP44_49; ubiquitin carboxyl-terminal hydrolase 44/49 [EC:3.4.19.12]																																															
17980	K02805	ID17740	no_pathway		"wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"																																															
17981	K17482	ID16610	no_pathway		SPZ1; spermatogenic leucine zipper protein 1																																															
17982	K21536	ID17622	no_pathway		VGF-1; Orthopoxvirus pro-vaccinia growth factor																																															
17983	K17085	ID17096	no_pathway		TM9SF1; transmembrane 9 superfamily member 1																																															
17984	K08810	ID17339	no_pathway		TRIO; triple functional domain protein [EC:2.7.11.1]																																															
17985	K19433	ID16856	no_pathway		tapA; TasA anchoring/assembly protein																																															
17986	K08332	ID17599	no_pathway		VAC8; vacuolar protein 8																																															
17987	K13011	ID17703	no_pathway		wbqL; O-antigen biosynthesis protein WbqL																																															
